"","n_sim","fleet","area","year","species","obs_value","cv","pred_value","res","nll"
"816","5",2,1,18,"Atlantic_mackerel",988.783,0.05,972.6,0.0165025,4.87415
"817","5",2,1,19,"Atlantic_mackerel",877.016,0.05,841.631,0.041184,5.03896
"818","5",2,1,20,"Atlantic_mackerel",724.821,0.05,648.867,0.110697,6.95988
"819","5",2,1,21,"Atlantic_mackerel",513.824,0.05,595.026,-0.146724,8.47066
"820","5",2,1,22,"Atlantic_mackerel",2041.53,0.05,1805.17,0.123044,8.57262
"821","5",2,1,23,"Atlantic_mackerel",910.842,0.05,861.817,0.0553262,5.34977
"822","5",2,1,24,"Atlantic_mackerel",292.679,0.05,368.849,-0.231313,14.3034
"823","5",2,1,25,"Atlantic_mackerel",996.164,0.05,1058.63,-0.0608159,5.56683
"824","5",2,1,26,"Atlantic_mackerel",2011.99,0.05,2045.67,-0.0166013,5.58521
"825","5",2,1,27,"Atlantic_mackerel",2217.01,0.05,2103.96,0.0523405,6.17503
"826","5",2,1,28,"Atlantic_mackerel",657.994,0.05,656.981,0.00154086,4.41288
"827","5",2,1,29,"Atlantic_mackerel",1601.33,0.05,1651.28,-0.0307186,5.49052
"828","5",2,1,30,"Atlantic_mackerel",2052.91,0.05,2024.37,0.014003,5.58944
"829","5",2,1,31,"Atlantic_mackerel",1564.05,0.05,1510.54,0.0348123,5.52062
"830","5",2,1,32,"Atlantic_mackerel",652.102,0.05,595.245,0.0912275,6.0679
"831","5",2,1,33,"Atlantic_mackerel",173.386,0.05,198.533,-0.135431,6.74705
"832","5",2,1,34,"Atlantic_mackerel",132.311,0.05,132.563,-0.00190595,2.80908
"833","5",2,1,35,"Atlantic_mackerel",138.413,0.05,145.483,-0.0498178,3.34981
"834","5",2,1,36,"Atlantic_mackerel",2117.25,0.05,2146.97,-0.0139407,5.61995
"835","5",2,1,37,"Atlantic_mackerel",2184.98,0.05,2092.65,0.0431757,5.9854
"836","5",2,1,38,"Atlantic_mackerel",1061.66,0.05,1163.03,-0.0911925,6.55401
"837","5",2,1,39,"Atlantic_mackerel",1055.34,0.05,1052.73,0.00248262,4.88606
"838","5",2,1,40,"Atlantic_mackerel",1475.82,0.05,1468.27,0.00513099,5.22544
"839","5",2,1,41,"Atlantic_mackerel",17791.4,0.05,15835.8,0.116444,10.4215
"840","5",2,1,42,"Atlantic_mackerel",18836.4,0.05,16911.4,0.107806,10.0912
"841","6",1,1,1,"Atlantic_cod",17791.4,0.05,16571.8,0.0710107,8.71818
"842","6",1,1,2,"Atlantic_cod",18836.4,0.05,17020.2,0.101392,9.8228
"843","6",1,1,3,"Atlantic_cod",22062.2,0.05,20534.9,0.0717384,8.95411
"844","6",1,1,4,"Atlantic_cod",19562.9,0.05,18877.8,0.0356463,8.05873
"845","6",1,1,5,"Atlantic_cod",29134.1,0.05,28080.1,0.0368504,8.47446
"846","6",1,1,6,"Atlantic_cod",21516.1,0.05,20220.5,0.0621002,8.67105
"847","6",1,1,7,"Atlantic_cod",15013,0.05,14388.1,0.0425156,7.90139
"848","6",1,1,8,"Atlantic_cod",16960.3,0.05,13639.9,0.217877,17.1559
"849","6",1,1,9,"Atlantic_cod",15005,0.05,13801.8,0.0835853,8.93665
"850","6",1,1,10,"Atlantic_cod",18171.6,0.05,16783.9,0.0794362,8.99284
"851","6",1,1,11,"Atlantic_cod",19922.6,0.05,16248.3,0.203867,16.1351
"852","6",1,1,12,"Atlantic_cod",16950,0.05,15048.7,0.118971,10.4921
"853","6",1,1,13,"Atlantic_cod",19147.9,0.05,14731.7,0.262191,21.532
"854","6",1,1,14,"Atlantic_cod",16185,0.05,11634,0.330158,29.4159
"855","6",1,1,15,"Atlantic_cod",12772.7,0.05,8452.3,0.412875,41.4714
"856","6",1,1,16,"Atlantic_cod",7632.24,0.05,3795.83,0.698477,104.437
"857","6",1,1,17,"Atlantic_cod",6914.26,0.05,6064.29,0.131169,10.2056
"858","6",1,1,18,"Atlantic_cod",5138.92,0.05,4636.65,0.102851,8.58347
"859","6",1,1,19,"Atlantic_cod",4214.56,0.05,2622.15,0.47455,51.309
"860","6",1,1,20,"Atlantic_cod",5046.54,0.05,4187.27,0.186654,13.4176
"861","6",1,1,21,"Atlantic_cod",4646.59,0.05,3913.24,0.171767,12.2679
"862","6",1,1,22,"Atlantic_cod",4982.13,0.05,4068.32,0.202626,14.6483
"863","6",1,1,23,"Atlantic_cod",4803.01,0.05,3638.22,0.277749,21.8291
"864","6",1,1,24,"Atlantic_cod",6150.23,0.05,4920.53,0.223072,16.5997
"865","6",1,1,25,"Atlantic_cod",5183.71,0.05,3415.83,0.417099,41.2708
"866","6",1,1,26,"Atlantic_cod",5392.2,0.05,4244.81,0.239256,17.9646
"867","6",1,1,27,"Atlantic_cod",2445.82,0.05,1881.42,0.262353,19.4912
"868","6",1,1,28,"Atlantic_cod",1898.78,0.05,1736.63,0.0892612,7.06568
"869","6",1,1,29,"Atlantic_cod",2382.77,0.05,2112.66,0.120312,8.59422
"870","6",1,1,30,"Atlantic_cod",3788.87,0.05,3602.32,0.050488,6.67284
"871","6",1,1,31,"Atlantic_cod",4704.27,0.05,4395.4,0.0679115,7.30183
"872","6",1,1,32,"Atlantic_cod",3660.56,0.05,3419.54,0.06811,7.05637
"873","6",1,1,33,"Atlantic_cod",2128.7,0.05,1925.2,0.100478,7.60564
"874","6",1,1,34,"Atlantic_cod",1830.94,0.05,1471.1,0.218816,15.0119
"875","6",1,1,35,"Atlantic_cod",1247.34,0.05,1110.3,0.116383,7.76096
"876","6",1,1,36,"Atlantic_cod",692.361,0.05,690.778,0.00228817,4.46436
"877","6",1,1,37,"Atlantic_cod",1066.44,0.05,1095.65,-0.0270211,5.04132
"878","6",1,1,38,"Atlantic_cod",1011.5,0.05,1001.27,0.0101599,4.86304
"879","6",1,1,39,"Atlantic_cod",910.099,0.05,933.212,-0.0250793,4.86255
"880","6",1,1,40,"Atlantic_cod",640.943,0.05,650.018,-0.0140603,4.42568
"881","6",1,1,41,"Atlantic_cod",591.1,0.05,447.659,0.277955,19.757
"882","6",1,1,42,"Atlantic_cod",370.923,0.05,364.497,0.0174754,3.90028
"883","6",1,1,1,"Spiny_dogfish",5881.16,0.05,6328.61,-0.0733275,7.6781
"884","6",1,1,2,"Spiny_dogfish",4587.77,0.05,4809.8,-0.0472633,6.80112
"885","6",1,1,3,"Spiny_dogfish",6821.85,0.05,6981.13,-0.0230803,6.85763
"886","6",1,1,4,"Spiny_dogfish",6655.84,0.05,6805.63,-0.0222544,6.82551
"887","6",1,1,5,"Spiny_dogfish",8136.64,0.05,8255.48,-0.0144993,6.96939
"888","6",1,1,6,"Spiny_dogfish",8121.24,0.05,8030.97,0.0111766,6.95043
"889","6",1,1,7,"Spiny_dogfish",6061.68,0.05,5768.53,0.0495693,7.12437
"890","6",1,1,8,"Spiny_dogfish",5758.86,0.05,4403.84,0.268263,20.9747
"891","6",1,1,9,"Spiny_dogfish",6369.73,0.05,6180.87,0.0300987,6.86371
"892","6",1,1,10,"Spiny_dogfish",6848.8,0.05,6902.69,-0.00783793,6.76732
"893","6",1,1,11,"Spiny_dogfish",7932.26,0.05,7115.87,0.10861,9.26114
"894","6",1,1,12,"Spiny_dogfish",10224.5,0.05,9112.05,0.115189,9.80947
"895","6",1,1,13,"Spiny_dogfish",12244.4,0.05,8724.86,0.338892,30.3056
"896","6",1,1,14,"Spiny_dogfish",13697,0.05,10455.8,0.270015,22.0297
"897","6",1,1,15,"Spiny_dogfish",7699.74,0.05,4902.05,0.451533,47.6486
"898","6",1,1,16,"Spiny_dogfish",5666.06,0.05,4093.03,0.325209,27.7177
"899","6",1,1,17,"Spiny_dogfish",14390.7,0.05,12465.6,0.143604,11.6219
"900","6",1,1,18,"Spiny_dogfish",5141.17,0.05,3354.47,0.426987,42.9319
"901","6",1,1,19,"Spiny_dogfish",5947.46,0.05,3510.27,0.527272,62.2171
"902","6",1,1,20,"Spiny_dogfish",10489.9,0.05,8172.69,0.249611,19.6425
"903","6",1,1,21,"Spiny_dogfish",4854.25,0.05,3815.75,0.240717,17.9998
"904","6",1,1,22,"Spiny_dogfish",4801.98,0.05,4099.07,0.158269,11.4098
"905","6",1,1,23,"Spiny_dogfish",7720.72,0.05,6142.47,0.22868,17.3338
"906","6",1,1,24,"Spiny_dogfish",7524.57,0.05,5734.97,0.271591,21.6015
"907","6",1,1,25,"Spiny_dogfish",6109.82,0.05,4154.77,0.38564,36.3844
"908","6",1,1,26,"Spiny_dogfish",4996.72,0.05,4304.45,0.149132,10.8878
"909","6",1,1,27,"Spiny_dogfish",3380.92,0.05,2696.92,0.226039,16.2678
"910","6",1,1,28,"Spiny_dogfish",1891.72,0.05,1702.63,0.105317,7.68677
"911","6",1,1,29,"Spiny_dogfish",5371.69,0.05,4862.4,0.099611,8.49658
"912","6",1,1,30,"Spiny_dogfish",3400.26,0.05,3268.01,0.0396711,6.36957
"913","6",1,1,31,"Spiny_dogfish",2118.83,0.05,1973.11,0.0712531,6.59723
"914","6",1,1,32,"Spiny_dogfish",3902.08,0.05,3793.66,0.0281793,6.35129
"915","6",1,1,33,"Spiny_dogfish",2854.56,0.05,2553.5,0.111453,8.36423
"916","6",1,1,34,"Spiny_dogfish",3449.9,0.05,3050.71,0.122971,9.09368
"917","6",1,1,35,"Spiny_dogfish",3892.73,0.05,3382.6,0.140464,10.1361
"918","6",1,1,36,"Spiny_dogfish",2997.09,0.05,2647.7,0.12395,9.00132
"919","6",1,1,37,"Spiny_dogfish",5098.25,0.05,4682.55,0.0850544,7.90671
"920","6",1,1,38,"Spiny_dogfish",4632.11,0.05,4450.93,0.0398998,6.68237
"921","6",1,1,39,"Spiny_dogfish",5589.53,0.05,4793.36,0.153663,11.2743
"922","6",1,1,40,"Spiny_dogfish",4111.67,0.05,3055.51,0.296883,23.8727
"923","6",1,1,41,"Spiny_dogfish",3325.03,0.05,3222.46,0.0313325,6.22879
"924","6",1,1,42,"Spiny_dogfish",2254.82,0.05,1841.74,0.202359,13.8338
"925","6",2,1,1,"Atlantic_herring",1457.04,0.05,1491.03,-0.0230597,5.31372
"926","6",2,1,2,"Atlantic_herring",763.443,0.05,735.452,0.0373531,4.8401
"927","6",2,1,3,"Atlantic_herring",1364.74,0.05,1381.83,-0.0124472,5.17291
"928","6",2,1,4,"Atlantic_herring",866.161,0.05,853.5,0.0147249,4.73064
"929","6",2,1,5,"Atlantic_herring",1250.97,0.05,1233.54,0.0140259,5.09422
"930","6",2,1,6,"Atlantic_herring",1138.75,0.05,1133.76,0.00439068,4.96474
"931","6",2,1,7,"Atlantic_herring",738.033,0.05,741.732,-0.00499957,4.53219
"932","6",2,1,8,"Atlantic_herring",929.409,0.05,863.989,0.0729884,5.82322
"933","6",2,1,9,"Atlantic_herring",891.749,0.05,873.21,0.021008,4.80466
"934","6",2,1,10,"Atlantic_herring",838.784,0.05,813.338,0.0308066,4.84497
"935","6",2,1,11,"Atlantic_herring",1068.32,0.05,1043.88,0.0231494,5.00423
"936","6",2,1,12,"Atlantic_herring",994.369,0.05,1032.92,-0.0380389,5.11471
"937","6",2,1,13,"Atlantic_herring",3250.75,0.05,3455.8,-0.061167,6.75813
"938","6",2,1,14,"Atlantic_herring",1598.48,0.05,1484.44,0.0740168,6.39571
"939","6",2,1,15,"Atlantic_herring",1106.93,0.05,1231.21,-0.106413,7.19731
"940","6",2,1,16,"Atlantic_herring",2312.22,0.05,1997.87,0.146125,9.93965
"941","6",2,1,17,"Atlantic_herring",2050.97,0.05,2149.01,-0.0466953,5.98537
"942","6",2,1,18,"Atlantic_herring",32.2853,0.05,31.2664,0.0320665,1.60347
"943","6",2,1,19,"Atlantic_herring",3176.01,0.05,2780.45,0.133012,9.52503
"944","6",2,1,20,"Atlantic_herring",5379.1,0.05,4973.35,0.0784272,7.74365
"945","6",2,1,21,"Atlantic_herring",11775.8,0.05,9319.53,0.233935,18.2421
"946","6",2,1,22,"Atlantic_herring",13410.3,0.05,12805.3,0.0461697,7.85332
"947","6",2,1,23,"Atlantic_herring",9276.48,0.05,7361.86,0.23117,17.7463
"948","6",2,1,24,"Atlantic_herring",17737.8,0.05,11009.3,0.476957,53.2043
"949","6",2,1,25,"Atlantic_herring",8389.27,0.05,5282.67,0.462521,49.743
"950","6",2,1,26,"Atlantic_herring",11526.9,0.05,10022.7,0.139832,11.1862
"951","6",2,1,27,"Atlantic_herring",10244.7,0.05,6574,0.443634,46.52
"952","6",2,1,28,"Atlantic_herring",8668.49,0.05,8143.9,0.0624245,7.77002
"953","6",2,1,29,"Atlantic_herring",9370.87,0.05,7744.19,0.190664,14.3391
"954","6",2,1,30,"Atlantic_herring",7562.67,0.05,5863.77,0.254431,19.8012
"955","6",2,1,31,"Atlantic_herring",7773.8,0.05,7163.02,0.0818275,8.22087
"956","6",2,1,32,"Atlantic_herring",16598.8,0.05,16974.9,-0.0224041,7.74068
"957","6",2,1,33,"Atlantic_herring",9067.08,0.05,6900.04,0.273124,21.9549
"958","6",2,1,34,"Atlantic_herring",16901.9,0.05,13756.2,0.205933,16.14
"959","6",2,1,35,"Atlantic_herring",17426,0.05,12870.9,0.302994,26.05
"960","6",2,1,36,"Atlantic_herring",17986.7,0.05,14545.6,0.212343,16.7385
"961","6",2,1,37,"Atlantic_herring",17959,0.05,15714.7,0.133494,11.2832
"962","6",2,1,38,"Atlantic_herring",16928.3,0.05,14533.2,0.152551,12.3143
"963","6",2,1,39,"Atlantic_herring",9350.71,0.05,8873.25,0.0524106,7.61579
"964","6",2,1,40,"Atlantic_herring",6439.69,0.05,5052.31,0.242636,18.4678
"965","6",2,1,41,"Atlantic_herring",5084.5,0.05,4902.63,0.0364233,6.72249
"966","6",2,1,42,"Atlantic_herring",1328.19,0.05,1489.27,-0.114468,7.73536
"967","6",2,1,1,"Atlantic_mackerel",449.255,0.05,440.617,0.0194148,4.10618
"968","6",2,1,2,"Atlantic_mackerel",272.534,0.05,282.813,-0.0370204,3.80507
"969","6",2,1,3,"Atlantic_mackerel",350.394,0.05,345.198,0.0149409,3.82691
"970","6",2,1,4,"Atlantic_mackerel",399.237,0.05,404.309,-0.0126234,3.94463
"971","6",2,1,5,"Atlantic_mackerel",2806.07,0.05,2833.68,-0.00979157,5.88192
"972","6",2,1,6,"Atlantic_mackerel",3527.27,0.05,3520.65,0.00187951,6.09219
"973","6",2,1,7,"Atlantic_mackerel",2579.83,0.05,2550.7,0.0113575,5.80449
"974","6",2,1,8,"Atlantic_mackerel",2323.06,0.05,2179.8,0.0636513,6.48414
"975","6",2,1,9,"Atlantic_mackerel",3127.78,0.05,3095.36,0.0104199,5.993
"976","6",2,1,10,"Atlantic_mackerel",2370.22,0.05,2448.22,-0.0323807,5.90365
"977","6",2,1,11,"Atlantic_mackerel",3091.73,0.05,3163.8,-0.0230422,6.06588
"978","6",2,1,12,"Atlantic_mackerel",569.599,0.05,537.449,0.0580983,4.94322
"979","6",2,1,13,"Atlantic_mackerel",2437.62,0.05,2089.59,0.154053,10.4685
"980","6",2,1,14,"Atlantic_mackerel",1367.87,0.05,1358.12,0.00715572,5.15446
"981","6",2,1,15,"Atlantic_mackerel",966.608,0.05,833.134,0.148598,9.21329
"982","6",2,1,16,"Atlantic_mackerel",1025.73,0.05,1052.52,-0.025781,4.9893
"983","6",2,1,17,"Atlantic_mackerel",13421.2,0.05,9832.68,0.311127,26.7877
"984","6",2,1,18,"Atlantic_mackerel",988.717,0.05,988.096,0.00062818,4.81969
"985","6",2,1,19,"Atlantic_mackerel",877.033,0.05,857.092,0.0229985,4.80554
"986","6",2,1,20,"Atlantic_mackerel",724.769,0.05,671.248,0.076715,5.6861
"987","6",2,1,21,"Atlantic_mackerel",513.826,0.05,572.85,-0.10874,6.52995
"988","6",2,1,22,"Atlantic_mackerel",2041.53,0.05,1789.12,0.131974,9.02808
"989","6",2,1,23,"Atlantic_mackerel",910.707,0.05,882.68,0.0312579,4.93284
"990","6",2,1,24,"Atlantic_mackerel",292.759,0.05,378.662,-0.257294,16.8426
"991","6",2,1,25,"Atlantic_mackerel",996.335,0.05,1055.57,-0.0577564,5.49445
"992","6",2,1,26,"Atlantic_mackerel",2011.99,0.05,1984.3,0.0138558,5.56848
"993","6",2,1,27,"Atlantic_mackerel",2217,0.05,2076.51,0.0654638,6.48422
"994","6",2,1,28,"Atlantic_mackerel",657.998,0.05,654.644,0.00511017,4.41763
"995","6",2,1,29,"Atlantic_mackerel",1601.32,0.05,1618.35,-0.0105763,5.32416
"996","6",2,1,30,"Atlantic_mackerel",2052.99,0.05,2093.62,-0.0195986,5.62708
"997","6",2,1,31,"Atlantic_mackerel",1564.08,0.05,1520.2,0.0284551,5.4402
"998","6",2,1,32,"Atlantic_mackerel",651.998,0.05,616.185,0.0564935,5.04155
"999","6",2,1,33,"Atlantic_mackerel",173.381,0.05,192.92,-0.106787,5.3594
"1000","6",2,1,34,"Atlantic_mackerel",132.284,0.05,132.688,-0.00304988,2.81002
"1001","6",2,1,35,"Atlantic_mackerel",138.335,0.05,145.515,-0.0506045,3.36505
"1002","6",2,1,36,"Atlantic_mackerel",2117.35,0.05,2097.68,0.00933341,5.59855
"1003","6",2,1,37,"Atlantic_mackerel",2185.03,0.05,2134.36,0.0234597,5.72266
"1004","6",2,1,38,"Atlantic_mackerel",1061.57,0.05,1169.3,-0.0966535,6.75909
"1005","6",2,1,39,"Atlantic_mackerel",1055.42,0.05,1043.12,0.0117151,4.91235
"1006","6",2,1,40,"Atlantic_mackerel",1475.87,0.05,1505.88,-0.0201333,5.30128
"1007","6",2,1,41,"Atlantic_mackerel",17791.6,0.05,15480.7,0.13913,11.5811
"1008","6",2,1,42,"Atlantic_mackerel",18836.4,0.05,16742.7,0.117833,10.5437
"1009","7",1,1,1,"Atlantic_cod",17791.6,0.05,16120.4,0.0986403,9.65567
"1010","7",1,1,2,"Atlantic_cod",18836.4,0.05,17203.1,0.0907016,9.41211
"1011","7",1,1,3,"Atlantic_cod",22062.1,0.05,20916,0.0533483,8.49403
"1012","7",1,1,4,"Atlantic_cod",19562.9,0.05,18684.3,0.0459514,8.2269
"1013","7",1,1,5,"Atlantic_cod",29134.2,0.05,28621.5,0.0177575,8.26594
"1014","7",1,1,6,"Atlantic_cod",21516,0.05,20441.4,0.0512337,8.42474
"1015","7",1,1,7,"Atlantic_cod",15013,0.05,14473.4,0.0366079,7.80791
"1016","7",1,1,8,"Atlantic_cod",16960.2,0.05,13652.5,0.216948,17.0751
"1017","7",1,1,9,"Atlantic_cod",15005,0.05,13635.8,0.0956841,9.37044
"1018","7",1,1,10,"Atlantic_cod",18171.6,0.05,17105.7,0.0604458,8.46156
"1019","7",1,1,11,"Atlantic_cod",19922.5,0.05,15991.9,0.219766,17.4822
"1020","7",1,1,12,"Atlantic_cod",16949.9,0.05,14970.1,0.124211,10.7469
"1021","7",1,1,13,"Atlantic_cod",19148,0.05,14228.2,0.296972,25.4216
"1022","7",1,1,14,"Atlantic_cod",16185,0.05,11667.1,0.327312,29.0416
"1023","7",1,1,15,"Atlantic_cod",12772.7,0.05,8544.82,0.401981,39.696
"1024","7",1,1,16,"Atlantic_cod",7632.11,0.05,3859.97,0.681706,99.808
"1025","7",1,1,17,"Atlantic_cod",6914.39,0.05,6136.37,0.119372,9.61451
"1026","7",1,1,18,"Atlantic_cod",5138.94,0.05,4568.39,0.117686,9.23782
"1027","7",1,1,19,"Atlantic_cod",4214.64,0.05,2582.72,0.489721,54.2349
"1028","7",1,1,20,"Atlantic_cod",5046.49,0.05,4182.84,0.187703,13.4961
"1029","7",1,1,21,"Atlantic_cod",4646.43,0.05,3901.42,0.174757,12.475
"1030","7",1,1,22,"Atlantic_cod",4982.21,0.05,3968.33,0.227528,16.7907
"1031","7",1,1,23,"Atlantic_cod",4802.99,0.05,3758.68,0.245169,18.4218
"1032","7",1,1,24,"Atlantic_cod",6150.25,0.05,5044.83,0.198129,14.4985
"1033","7",1,1,25,"Atlantic_cod",5183.63,0.05,3499.48,0.392892,37.3493
"1034","7",1,1,26,"Atlantic_cod",5392.29,0.05,4203.81,0.248979,18.914
"1035","7",1,1,27,"Atlantic_cod",2445.8,0.05,1872.57,0.267064,19.99
"1036","7",1,1,28,"Atlantic_cod",1898.67,0.05,1720.54,0.0985183,7.41329
"1037","7",1,1,29,"Atlantic_cod",2382.82,0.05,2116.08,0.118721,8.51818
"1038","7",1,1,30,"Atlantic_cod",3788.8,0.05,3597.53,0.0518012,6.69968
"1039","7",1,1,31,"Atlantic_cod",4704.32,0.05,4323.54,0.0844075,7.80437
"1040","7",1,1,32,"Atlantic_cod",3660.55,0.05,3497.53,0.0455539,6.54361
"1041","7",1,1,33,"Atlantic_cod",2128.69,0.05,1975.76,0.0745538,6.69812
"1042","7",1,1,34,"Atlantic_cod",1830.85,0.05,1460.36,0.226098,15.6598
"1043","7",1,1,35,"Atlantic_cod",1247.33,0.05,1101.5,0.124327,8.14341
"1044","7",1,1,36,"Atlantic_cod",692.264,0.05,681.199,0.016112,4.51509
"1045","7",1,1,37,"Atlantic_cod",1066.42,0.05,1083.61,-0.0159979,4.94645
"1046","7",1,1,38,"Atlantic_cod",1011.71,0.05,1010.15,0.00154039,4.84307
"1047","7",1,1,39,"Atlantic_cod",910.013,0.05,943.725,-0.0363762,5.00131
"1048","7",1,1,40,"Atlantic_cod",640.881,0.05,651.286,-0.0161055,4.43793
"1049","7",1,1,41,"Atlantic_cod",591.011,0.05,454.925,0.261703,18.0027
"1050","7",1,1,42,"Atlantic_cod",370.994,0.05,358.581,0.0340317,4.07102
"1051","7",1,1,1,"Spiny_dogfish",5881.19,0.05,6500.73,-0.100156,8.60898
"1052","7",1,1,2,"Spiny_dogfish",4587.74,0.05,4764.08,-0.037717,6.63886
"1053","7",1,1,3,"Spiny_dogfish",6821.73,0.05,6876.99,-0.00806773,6.76409
"1054","7",1,1,4,"Spiny_dogfish",6655.91,0.05,6897.65,-0.0356758,6.98102
"1055","7",1,1,5,"Spiny_dogfish",8136.57,0.05,8144.8,-0.00101135,6.92753
"1056","7",1,1,6,"Spiny_dogfish",8121.25,0.05,7999.01,0.0151668,6.97145
"1057","7",1,1,7,"Spiny_dogfish",6061.69,0.05,5775.45,0.0483712,7.1009
"1058","7",1,1,8,"Spiny_dogfish",5758.86,0.05,4450.51,0.25772,19.8657
"1059","7",1,1,9,"Spiny_dogfish",6369.63,0.05,6223.56,0.0232,6.79015
"1060","7",1,1,10,"Spiny_dogfish",6848.79,0.05,6714.48,0.0198053,6.83348
"1061","7",1,1,11,"Spiny_dogfish",7932.28,0.05,7182.92,0.0992349,8.87142
"1062","7",1,1,12,"Spiny_dogfish",10224.4,0.05,8985.28,0.129191,10.4938
"1063","7",1,1,13,"Spiny_dogfish",12244.4,0.05,8818.38,0.32823,28.883
"1064","7",1,1,14,"Spiny_dogfish",13697,0.05,10479.4,0.267765,21.7878
"1065","7",1,1,15,"Spiny_dogfish",7699.76,0.05,4871.15,0.457859,48.7991
"1066","7",1,1,16,"Spiny_dogfish",5665.97,0.05,4109.04,0.32129,27.2108
"1067","7",1,1,17,"Spiny_dogfish",14390.5,0.05,12353.4,0.152639,12.1572
"1068","7",1,1,18,"Spiny_dogfish",5141.2,0.05,3353.07,0.427408,43.0038
"1069","7",1,1,19,"Spiny_dogfish",5947.42,0.05,3446.41,0.545624,66.155
"1070","7",1,1,20,"Spiny_dogfish",10489.9,0.05,8095.14,0.259149,20.613
"1071","7",1,1,21,"Spiny_dogfish",4854.3,0.05,3826.25,0.23798,17.7377
"1072","7",1,1,22,"Spiny_dogfish",4802.01,0.05,4275.33,0.116173,9.09922
"1073","7",1,1,23,"Spiny_dogfish",7720.65,0.05,6056.09,0.242834,18.6685
"1074","7",1,1,24,"Spiny_dogfish",7524.65,0.05,5755.7,0.267995,21.2134
"1075","7",1,1,25,"Spiny_dogfish",6109.76,0.05,4197.37,0.375431,34.8305
"1076","7",1,1,26,"Spiny_dogfish",4996.78,0.05,4272.92,0.156496,11.3379
"1077","7",1,1,27,"Spiny_dogfish",3380.89,0.05,2724.71,0.215776,15.361
"1078","7",1,1,28,"Spiny_dogfish",1891.65,0.05,1691.71,0.111709,7.9642
"1079","7",1,1,29,"Spiny_dogfish",5371.66,0.05,4750.98,0.122785,9.52732
"1080","7",1,1,30,"Spiny_dogfish",3400.23,0.05,3279.72,0.0360843,6.31522
"1081","7",1,1,31,"Spiny_dogfish",2118.75,0.05,2018.13,0.0486584,6.05532
"1082","7",1,1,32,"Spiny_dogfish",3902.06,0.05,3717.72,0.0483927,6.66084
"1083","7",1,1,33,"Spiny_dogfish",2854.59,0.05,2505.66,0.130376,9.27948
"1084","7",1,1,34,"Spiny_dogfish",3450.01,0.05,3112.93,0.102813,8.18344
"1085","7",1,1,35,"Spiny_dogfish",3892.62,0.05,3363.58,0.146077,10.4578
"1086","7",1,1,36,"Spiny_dogfish",2997.22,0.05,2691.41,0.107622,8.24514
"1087","7",1,1,37,"Spiny_dogfish",5098.23,0.05,4758.21,0.0690211,7.41264
"1088","7",1,1,38,"Spiny_dogfish",4632.24,0.05,4417.29,0.047514,6.81552
"1089","7",1,1,39,"Spiny_dogfish",5589.54,0.05,4757.38,0.161201,11.749
"1090","7",1,1,40,"Spiny_dogfish",4111.7,0.05,3065.44,0.293647,23.4905
"1091","7",1,1,41,"Spiny_dogfish",3325.03,0.05,3160.97,0.0506018,6.54455
"1092","7",1,1,42,"Spiny_dogfish",2254.89,0.05,1855.12,0.195152,13.261
"1093","7",2,1,1,"Atlantic_herring",1457.05,0.05,1478.95,-0.0149168,5.25188
"1094","7",2,1,2,"Atlantic_herring",763.562,0.05,759.143,0.00580431,4.56794
"1095","7",2,1,3,"Atlantic_herring",1364.75,0.05,1360.09,0.00342179,5.14427
"1096","7",2,1,4,"Atlantic_herring",866.141,0.05,864.698,0.00166849,4.68781
"1097","7",2,1,5,"Atlantic_herring",1251.08,0.05,1231.73,0.0155935,5.1036
"1098","7",2,1,6,"Atlantic_herring",1138.7,0.05,1129.37,0.00822645,4.97438
"1099","7",2,1,7,"Atlantic_herring",737.996,0.05,737.112,0.0011995,4.52743
"1100","7",2,1,8,"Atlantic_herring",929.485,0.05,861.208,0.0762945,5.92201
"1101","7",2,1,9,"Atlantic_herring",891.628,0.05,877.496,0.0159765,4.7673
"1102","7",2,1,10,"Atlantic_herring",838.714,0.05,822.094,0.0200151,4.7352
"1103","7",2,1,11,"Atlantic_herring",1068.24,0.05,1049.39,0.0178091,4.96041
"1104","7",2,1,12,"Atlantic_herring",994.485,0.05,1040.1,-0.0448457,5.22766
"1105","7",2,1,13,"Atlantic_herring",3250.7,0.05,3331.86,-0.0246628,6.13148
"1106","7",2,1,14,"Atlantic_herring",1598.56,0.05,1481.92,0.075764,6.4481
"1107","7",2,1,15,"Atlantic_herring",1106.95,0.05,1240.94,-0.114262,7.54372
"1108","7",2,1,16,"Atlantic_herring",2312.25,0.05,1944.73,0.1731,11.6619
"1109","7",2,1,17,"Atlantic_herring",2050.94,0.05,2181.8,-0.0618531,6.31442
"1110","7",2,1,18,"Atlantic_herring",32.3856,0.05,31.3217,0.0334002,1.62403
"1111","7",2,1,19,"Atlantic_herring",3175.98,0.05,2617.87,0.193253,13.4559
"1112","7",2,1,20,"Atlantic_herring",5379.2,0.05,5036.02,0.0659231,7.38267
"1113","7",2,1,21,"Atlantic_herring",11775.8,0.05,9063.63,0.261778,21.0025
"1114","7",2,1,22,"Atlantic_herring",13410.3,0.05,12738.5,0.0513925,7.95522
"1115","7",2,1,23,"Atlantic_herring",9276.39,0.05,7516.92,0.210315,15.9049
"1116","7",2,1,24,"Atlantic_herring",17737.8,0.05,12006.6,0.390239,38.164
