"","n_sim","fleet","area","year","species","obs_value","cv","pred_value","res","nll"
"3468","21",2,1,24,"Atlantic_herring",17737.8,0.05,11465.1,0.436391,45.794
"3469","21",2,1,25,"Atlantic_herring",8389.22,0.05,5330.87,0.453432,48.078
"3470","21",2,1,26,"Atlantic_herring",11526.9,0.05,9618.13,0.181032,13.8301
"3471","21",2,1,27,"Atlantic_herring",10244.7,0.05,6675.99,0.428246,43.8367
"3472","21",2,1,28,"Atlantic_herring",8668.59,0.05,8027.06,0.0768878,8.17301
"3473","21",2,1,29,"Atlantic_herring",9370.9,0.05,7818.3,0.181142,13.6311
"3474","21",2,1,30,"Atlantic_herring",7562.74,0.05,6104.02,0.214286,16.0379
"3475","21",2,1,31,"Atlantic_herring",7773.81,0.05,7058.85,0.0964781,8.74333
"3476","21",2,1,32,"Atlantic_herring",16598.9,0.05,17392.4,-0.0466944,8.07637
"3477","21",2,1,33,"Atlantic_herring",9067.14,0.05,6865.31,0.278175,22.5119
"3478","21",2,1,34,"Atlantic_herring",16901.9,0.05,13471.6,0.226844,17.95
"3479","21",2,1,35,"Atlantic_herring",17426,0.05,13011.6,0.292124,24.7563
"3480","21",2,1,36,"Atlantic_herring",17986.7,0.05,14256.2,0.232442,18.5265
"3481","21",2,1,37,"Atlantic_herring",17959,0.05,15659.8,0.136996,11.4726
"3482","21",2,1,38,"Atlantic_herring",16928.4,0.05,13803.9,0.204042,15.9866
"3483","21",2,1,39,"Atlantic_herring",9350.64,0.05,9038.8,0.0339179,7.29649
"3484","21",2,1,40,"Atlantic_herring",6439.62,0.05,5056.14,0.241866,18.3933
"3485","21",2,1,41,"Atlantic_herring",5084.53,0.05,4812.13,0.0550617,7.06352
"3486","21",2,1,42,"Atlantic_herring",1328.21,0.05,1452.77,-0.0896406,6.72188
"3487","21",2,1,1,"Atlantic_mackerel",449.206,0.05,461.372,-0.0267227,4.17351
"3488","21",2,1,2,"Atlantic_mackerel",272.655,0.05,276.491,-0.0139705,3.57045
"3489","21",2,1,3,"Atlantic_mackerel",350.488,0.05,337.031,0.0391514,4.0891
"3490","21",2,1,4,"Atlantic_mackerel",399.216,0.05,411.487,-0.0302728,4.096
"3491","21",2,1,5,"Atlantic_mackerel",2806.09,0.05,2777.22,0.0103402,5.88414
"3492","21",2,1,6,"Atlantic_mackerel",3527.32,0.05,3550.47,-0.00653985,6.10005
"3493","21",2,1,7,"Atlantic_mackerel",2579.82,0.05,2503.01,0.0302266,5.96141
"3494","21",2,1,8,"Atlantic_mackerel",2322.99,0.05,2191.5,0.0582673,6.35283
"3495","21",2,1,9,"Atlantic_mackerel",3127.69,0.05,3141.51,-0.00441066,5.97515
"3496","21",2,1,10,"Atlantic_mackerel",2370.24,0.05,2404.68,-0.0144276,5.73558
"3497","21",2,1,11,"Atlantic_mackerel",3091.69,0.05,3182.14,-0.0288351,6.12597
"3498","21",2,1,12,"Atlantic_mackerel",569.511,0.05,533.582,0.0651666,5.11732
"3499","21",2,1,13,"Atlantic_mackerel",2437.52,0.05,2170.27,0.11613,8.41917
"3500","21",2,1,14,"Atlantic_mackerel",1367.85,0.05,1330.67,0.0275562,5.29607
